LicenseID,SurveyID,PatientCarePrimaryZipCode,PatientCarePrimaryCountyCode,PatientCareSecondaryZipCode,PatientCareSecondaryCountyCode,TelemedicinePrimaryZipCode,TelemedicinePrimaryCountyCode,TelemedicineSecondaryZipCode,TelemedicineSecondaryCountyCode
1589411,1048527,95355,50,95376,39,,,,
1633427,1048528,95119,43,,,95119,43,,
1435816,1048529,90048,19,,,,,,
938555,1048530,76104,59,,,,,,
2136547,1048531,92701,30,,,92701,30,,
1631798,1048532,90033,19,,,90033,19,,
2133821,1048534,74133,,,,,,,
1131647,1048536,93901,27,,,93901,27,,
1633976,1048537,91765,19,91710,36,91765,19,,
1198554,1048538,91307,19,93065,56,,,,
979937,1048540,92262,33,,,76021,59,,
5797137,1048541,93101,42,,,96813,59,,
2240280,1048542,,,,,,,,
1196608,1048543,90650,19,,,92618,30,,
5128868,1048544,95116,43,,,,,,
1436594,1048545,90025,19,,,90025,19,,
5845294,1048546,90404,19,,,,,,
1587683,1048547,55105,,,,,,,
4903765,1048548,92620,,92620,,,,,
1999634,1048550,,,,,,,,
1865802,1048551,,,,,,,,
4955925,1048552,90069,19,,,,,,
1023620,1048555,10003,59,,,,,,
5000807,1048556,92262,33,,,92262,33,,
1028855,1048557,92161,,,,92161,,,
2775533,1048558,75231,59,,,75231,59,,
1357983,1048559,95124,43,,,95124,43,,
1486140,1048560,92128,37,,,92128,37,,
5191387,1048561,91710,36,,,91710,36,,
2775750,1048562,92037,37,,,92037,37,,
2244542,1048563,90095,19,,,,,,
4897256,1048564,91105,19,,,,,,
2085395,1048565,95355,50,,,95355,50,,
1638628,1048566,94304,,,,94304,,,
2084140,1048567,90807,19,,,,,,
1998367,1048568,,,,,,,,
189436,1048569,,,,,,,,
5338207,1048570,90720,30,,,90720,30,,
1192187,1048571,94121,38,,,,,,
4899241,1048572,10461,59,,,10461,59,,
2087864,1048573,85260,59,,,,,,
1710282,1048574,94609,1,,,,,,
1632655,1048575,,,91342,19,,,91342,19
1054980,1048576,89102,59,89102,59,89102,59,89102,59
4919693,1048577,90602,19,,,,,,
976182,1048578,90025,19,,,90025,19,,
1766355,1048579,,,,,,,,
1954659,1048580,,,,,,,,
1316783,1048581,95671,34,95761,34,95761,34,95761,34
1057757,1048582,94010,41,,,94010,41,,
1198077,1048583,,,,,,,,
1356236,1048584,94304,43,,,94304,43,,
2246590,1048585,91326,19,,,91326,19,,
1314413,1048586,95032,43,,,95032,43,,
1587325,1048587,94710,1,,,94710,1,,
2244995,1048588,93940,27,,,,,,
2132801,1048589,95124,43,,,95124,43,,
5785377,1048590,93292,54,,,,,,
1584797,1048591,92123,37,,,,,,
2187291,1048592,91362,56,,,,,,
1094963,1048593,91331,19,91611,19,,,,
1050921,1048594,92807,30,92618,30,,,,
2714277,1048595,94304,43,94063,41,94304,43,,
1132631,1048596,94598,7,,,,,,
2925397,1048597,,,,,,,,
2088737,1048598,84790,59,,,,,,
1587982,1048599,90806,19,,,,,,
1091577,1048600,93940,27,,,,,,
1999019,1048601,94607,1,,,94607,1,,
1484401,1048602,92868,30,,,,,,
855676,1048603,,,,,,,,
1054667,1048604,,,,,,,,
1671357,1048605,94903,21,94904,21,94903,21,94904,21
2044954,1048606,63110,,,,63110,,,
2137802,1048607,94305,43,,,94305,43,,
1765177,1048608,90015,19,,,,,,
1356124,1048609,94558,28,94553,48,,48,94553,48
1226773,1048610,,,,,,,,
1588459,1048611,99,19,99,19,1,,,
1486880,1048612,92415,36,92503,33,91730,38,,
1958096,1048613,90064,19,,,90064,19,,
2085316,1048614,87102,59,,,,,,
2753003,1048615,92071,37,92131,37,92071,37,92131,37
1636333,1048616,91105,19,,,91105,19,,
541895,1048617,90670,19,,,,,,
5322065,1048618,93420,40,,,,,,
4923995,1048619,91364,19,,,,,,
1863040,1048620,,,,,,,,
1587860,1048621,90404,19,90066,19,90404,19,90066,19
5815120,1048622,92831,30,,,92831,30,,
1190751,1048623,91761,36,92335,36,91761,36,92335,36
1021185,1048624,94954,49,94547,7,94954,49,94547,7
5006063,1048625,91761,,,,91761,,,
1488291,1048626,92840,30,,,92782,30,,
5811704,1048627,90807,19,,,90807,19,,
2186581,1048628,92868,30,,,,,,
1281779,1048629,95051,43,,,,,,
545736,1048630,92411,36,,,,,,
5296789,1048631,92653,30,,,,,,
5394174,1048632,95370,55,,,,,,
1631433,1048633,77030,,,,,,,
1058695,1048634,89451,59,91340,19,89451,59,,
1632602,1048635,90242,19,90069,19,,,,
852106,1048636,93721,10,,,93721,10,,
5802420,1048637,92056,37,,,,,,
1225907,1048638,,,,,,,,
5834747,1048639,95037,43,95020,43,,,,
479769,1048641,93003,56,,,93003,56,,
714440,1048642,91344,19,,,91344,19,,
1636083,1048643,92101,,,,,,,
189151,1048644,,,,,,,,
1287412,1048645,90240,19,,,,,,
1634965,1048646,94040,43,,,,,,
1586208,1048647,92056,37,,,92056,37,,
2135327,1048648,92350,36,,,92350,36,,
1581598,1048649,95816,34,,,95816,34,,
1636363,1048650,93277,54,,,93277,54,,
1027961,1048651,92675,30,,,92679,30,,
1588728,1048652,92868,30,,,,,,
1673273,1048653,94040,43,,,94040,43,,
2181748,1048654,96093,53,,,,,,
1021374,1048655,,,,,,,,
686964,1048656,92705,30,,,92648,30,,
1252334,1048657,94305,43,,,94305,43,,
1022036,1048658,,,,,,,,
1671311,1048659,,,,,,,,
5389273,1048660,40202,59,,,,,,
1029200,1048661,94545,1,,,,,,
1631201,1048662,91381,19,,,91381,19,,
1769332,1048663,,,,,,,,
2925724,1048664,90073,19,,,90073,19,,
1358300,1048665,91761,36,,,91761,36,,
434014,1048666,,,,,,,,
1996237,1048667,95540,12,,,,,,
2045242,1048668,94110,38,,,94110,38,,
5412139,1048669,92037,37,92103,37,,,,
938054,1048670,,,,,,,,
2838869,1048671,49015,,49546,,90210,,90210,
1905370,1048672,,,,,,,,
1957997,1048673,94121,38,94965,21,94941,21,94941,21
1991254,1048674,,,,,,,,
5391931,1048675,,,,,,,,
2900734,1048676,90808,19,,,90808,19,,
2719230,1048677,,,,,,,,
1957263,1048678,,,,,,,,
1054046,1048679,93534,19,,,,,,
586714,1048680,90703,19,90703,19,90703,19,,
1489187,1048681,90048,19,,,90048,19,,
5781391,1048682,92673,30,,,,,,
1052791,1048683,91910,37,91950,37,91910,37,91950,37
2740494,1048684,93630,,93727,,,,,
1281179,1048685,10016,59,,,10016,59,,
682357,1048686,92806,30,,,92806,30,,
5600882,1048687,91768,,,,91768,,,
1020449,1048688,93720,10,,,,,,
662675,1048689,89703,59,,,,,,
1284924,1048690,,,,,,,,
1021193,1048691,94609,1,,,94609,1,,
2245647,1048692,92354,36,92557,33,,,92557,33
2894025,1048693,92014,37,92123,37,92014,37,92123,37
1546214,1048694,,,,,,,,
1810415,1048695,94305,,94305,,,,,
1131233,1048696,94903,21,,,94903,21,,
1357259,1048697,90022,19,91007,19,90022,19,,
5319048,1048698,95831,34,,,95831,34,,
2765292,1048699,95823,34,,,,,,
2705960,1048700,94103,38,,,,,,
1287460,1048701,89503,59,,,89503,59,,
583378,1048702,96814,59,,,,,,
2719245,1048703,93003,56,93060,56,,,,
2909340,1048704,95204,39,,,95204,39,,
1634297,1048705,94158,38,,,,,,
5816038,1048706,90033,,,,90033,,,
5800075,1048707,94598,7,94513,7,94598,7,,
1998769,1048708,,,,,,,,
2135471,1048709,90049,19,90049,19,90049,19,90049,19
583473,1048710,94305,43,,,,,,
1228162,1048711,53226,59,,,,,,
1584556,1048712,92118,37,,,92118,37,,
1024649,1048713,93311,15,,,93311,15,,
2083071,1048714,94117,38,,,,,,
808309,1048715,94609,1,,,,,,
4934348,1048716,90210,19,,,90210,19,,
1998059,1048717,,,,,,,,
2706885,1048718,94587,1,,,94587,1,,
1090446,1048719,92506,33,92882,33,92506,33,92882,33
1198149,1048720,53217,59,,,,,,
2189057,1048721,92027,,,,92027,,,
2135250,1048722,95128,43,,,95128,43,,
2135375,1048723,94010,41,94108,38,94010,41,94108,38
5842300,1048724,92354,36,93514,14,,,,
1633285,1048725,94598,7,94520,7,,,,
1285116,1048726,91325,19,,,,,,
2133595,1048727,,59,,15,,,,
602766,1048728,,,,,,,,
5360894,1048729,92501,33,,,,,,
1810278,1048730,92780,30,90023,19,92780,30,,
2132802,1048731,94301,43,,,94301,43,,
1958481,1048732,,,,,,,,
1489677,1048733,92103,37,,,,,,
769390,1048734,92037,37,92130,37,,,,
2086332,1048735,90034,19,,,90034,19,,
1132612,1048736,,,,,,,,
5303061,1048737,38242,59,,,,,,
1633402,1048738,89502,59,,,,,,
2135596,1048739,92130,37,92075,37,92130,37,92075,37
1226826,1048740,97225,59,,,,,,
2139999,1048741,89703,59,,,,,,
1285442,1048742,95008,43,,,95008,43,,
2883866,1048743,91436,19,91342,19,91436,19,91342,19
1819251,1048744,,,,,,,,
1819586,1048745,75254,59,,,,,,
800972,1048746,95757,34,95823,34,95757,34,,
5785746,1048747,92868,30,90822,19,92868,30,90822,19
2925964,1048748,92078,37,,,92078,37,,
1867400,1048749,90211,19,,,90211,19,,
1250670,1048750,94538,1,,,94538,1,,
932785,1048751,94401,41,,,94401,41,,
1950972,1048752,92210,33,92201,33,92210,33,92201,33
4999163,1048753,92604,30,,,92604,30,,
1281513,1048754,93309,15,90740,30,,,,
2138986,1048755,92373,36,92411,36,92373,36,,
1997356,1048756,,,,,,,,
2241297,1048757,,,,,,,,
5022307,1048758,91754,19,91776,19,,,,
1671952,1048759,90033,18,90033,19,90033,19,90033,19
979961,1048760,94709,1,,,94709,1,,
1437471,1048761,93535,19,93552,19,93535,19,93552,19
2040113,1048762,90242,19,,,,,,
2188990,1048763,93702,10,,,93702,10,,
1357758,1048764,92683,30,,,92683,30,,
1631886,1048765,,15,,,,,,
1764878,1048766,94806,7,,,94806,7,,
1958069,1048767,,,,,,,,
712626,1048769,,,,,,,,
1585740,1048770,90232,19,,,,,,
517265,1048771,95148,,,,95148,,,
1283123,1048772,92415,36,,,,,,
207996,1048773,93010,56,,,,,,
1057887,1048774,91740,19,,,91740,19,,
1283027,1048775,94010,41,,,94010,41,,
1954741,1048776,,,,,,,,
718400,1048777,,,,,,,,
637868,1048778,,,,,,,,
1712585,1048779,96761,59,,,96761,59,,
714235,1048780,90059,19,,,90059,19,,
1999938,1048781,96913,59,,,,,,
1192098,1048782,96913,,,,,,,
1631836,1048783,92024,37,,,92024,37,,
2858216,1048784,33180,,,,,,,
1351818,1048785,94558,28,,,,,,
1091170,1048786,,,,,,,,
1586627,1048787,,,,,,,,
5791825,1048788,94566,1,,,,,,
1588193,1048790,20879,,,,20879,,,
2701438,1048791,91761,36,,,92618,30,,
5822757,1048792,54956,,,,,,,
2085578,1048793,10009,59,,,,,,
5356526,1048794,02115,59,92868,30,02115,59,,
2186616,1048796,30004,,,,30004,,,
1769961,1048797,,,,,,,,
1581676,1048798,,,,,,,,
1489309,1048799,90095,19,93030,56,,,,
1549797,1048800,08502,59,,,,,,
1671452,1048801,02128,,,,02128,,,
1357499,1048802,43219,59,,,43219,59,,
2139823,1048803,63141,59,,,63105,59,,
2878589,1048804,94115,38,,,,,,
769539,1048805,43210,59,,,43210,59,,
5008292,1048806,33028,,,,,,,
2049445,1048807,,,,,92264,33,,
2755075,1048808,90048,19,,,,,,
2083805,1048809,11375,59,0,59,11375,59,0,59
2040244,1048810,92604,30,,,,,,
2138952,1048812,71101,59,,,71101,59,,
1769941,1048813,,,,,,,,
2730165,1048814,27705,,,,,,,
2704131,1048815,94401,41,,,,,,
201170,1048816,,,,,,,,
2244779,1048817,92507,33,,,,,,
5718003,1048818,90048,19,,,,,,
1634399,1048819,92630,30,,,92630,30,,
1993828,1048820,95356,50,,,95356,50,,
1954898,1048821,32963,,,,32963,,,
1632730,1048822,94110,38,94143,38,,,,
4901979,1048823,30602,,,,89052,,,
4920506,1048824,95616,,,,,,,
1632690,1048825,92675,30,,,92675,30,,
1358286,1048826,94306,43,,,94306,43,,
2189442,1048827,92335,36,93534,19,92335,36,93534,19
2181931,1048828,77005,,,,77005,,,
1487620,1048829,89502,,89502,,89502,,89502,
2085278,1048830,82301,,,,,,,
1810153,1048831,63128,59,,,,59,,
858550,1048832,91356,,,,,,,
2186842,1048833,92705,30,,,,,,
1638957,1048834,90027,19,,,,,,
1909066,1048835,93710,10,,,,,,
1630520,1048836,30097,59,,,30097,59,,
5769509,1048837,91741,19,,,91741,19,,
1196960,1048838,96150,,,,96150,,,
549536,1048839,85739,,,,,,,
1955780,1048840,,59,,,,,,
5743771,1048841,33602,59,,,,,,
4968319,1048842,33156,59,,,,,,
1484457,1048843,97225,59,,,,,,
764955,1048844,92565,33,,,92565,33,,
769016,1048845,91360,56,,,91360,56,,
5624779,1048846,,,,,,,,
2134914,1048847,95821,34,,,,,,
931890,1048848,91505,19,,,91505,19,,
2907990,1048849,,,,,71119,,,
1544974,1048850,76210,59,,,,,,
1996482,1048851,,,,,,,,
1130491,1048852,79905,,,,,,,
2081049,1048853,,,,,,,,
5290823,1048854,29488,,,,,,,
2041734,1048855,,,,,,,,
5721687,1048856,10128,59,,,10128,59,,
5739955,1048857,94143,38,,,,,,
5364589,1048858,34474,,,,36344,,,
1954691,1048859,,,,,,,,
1099742,1048860,79905,,,,,,,
1902923,1048861,,,,,,,,
1998450,1048862,,,,,,,,
1955238,1048863,,19,,,91316,,,
1582510,1048864,02115,59,,,,,,
1819260,1048865,92660,30,,,92660,30,,
2187451,1048866,92078,,92078,,,,,
688441,1048867,94040,43,93230,16,,,,
1636993,1048869,95688,48,,,95688,48,,
419570,1048870,91741,19,91741,19,91741,19,91741,19
932188,1048872,,,,,92110,37,90001,19
584733,1048873,94143,38,,,94143,38,,
603213,1048874,92120,37,,,,,,
1585165,1048875,92113,37,92102,37,92113,37,92102,37
768794,1048876,95134,43,,,95134,43,,
2754123,1048877,91942,37,,,,,,
714410,1048878,95746,31,,,,,,
2085078,1048879,,,,,,,,
2086280,1048880,94115,38,94121,38,94115,38,94121,38
1817121,1048881,,,,,,,,
1997632,1048882,,,,,,,,
2084881,1048883,94118,38,,,,,,
1258883,1048884,91125,19,,,,,,
352790,1048885,,,,,94606,1,,
4920424,1048886,95124,43,,,95124,43,,
1052988,1048887,,,,,,,,
1023062,1048888,,,,,,,,
1023671,1048889,92691,30,,,92691,30,,
2133516,1048890,95608,34,,,,,,
1958540,1048891,78701,,,,78701,,,
2187821,1048892,,,,,,,,
2083240,1048893,91403,19,,,91403,19,,
1220358,1048894,90732,19,90745,19,90732,19,90745,19
1485753,1048895,,,,,,,,
5008391,1048896,33069,59,,,,,,
1584893,1048897,95116,43,,,,,,
716830,1048898,92134,37,,,92134,37,,
1635231,1048899,33919,59,,,33919,59,,
1997623,1048900,,,,,,,,
246968,1048901,,49,,,,,,
2137257,1048902,,,,,,,,
2137174,1048903,95667,9,,,,,,
332457,1048904,92211,33,,,,,,
1056100,1048905,81212,59,,,81212,59,,
1818197,1048906,,,,,,,,
1053993,1048907,92123,37,,,,,,
1765668,1048908,90033,19,90017,19,,,,
1631608,1048909,21093,59,,,21093,59,,
5750213,1048910,,,,,,,,
2246498,1048911,95128,43,95020,43,,,,
5861949,1048912,,,,,,,,
2736299,1048913,28203,59,,,,,,
5364331,1048914,92037,37,,,,,,
1999876,1048915,92011,37,92037,37,,,,
1862934,1048916,,,,,,,,
2132772,1048917,,,,,,,,
5707106,1048918,06484,59,,,,,,
1094065,1048919,93003,56,,,93303,56,,
1636516,1048920,95014,43,,,,,,
1199858,1048921,93906,27,93901,27,,,,
6151848,1048922,,,,,,,,
682636,1048923,91011,19,,,91011,19,,
1863151,1048924,,,,,,,,
1197340,1048925,33619,,,,,,,
1953436,1048926,,,,,,,,
2088767,1048927,90027,19,,,90027,19,,
1586698,1048928,91710,36,,,,,,
2756030,1048929,93454,40,93401,40,,,,
2080401,1048930,94115,38,,,94115,38,,
5769455,1048931,,,,,,,,
2748125,1048932,90027,19,91006,19,90027,19,,
718490,1048933,94597,7,,,94597,7,,
1220052,1048934,95661,31,,,,,,
2083340,1048935,95945,29,95945,29,95945,29,95945,29
5305021,1048936,23665,,,,,,,
680498,1048937,,,,,,,,
1810386,1048939,93546,26,,,,,,
228673,1048940,90027,19,90017,19,,,,
1132653,1048941,92835,30,,,,,,
1315477,1048942,90210,19,,,90210,19,,
1385806,1048943,92806,30,,,,,,
2725290,1048944,94704,1,94563,7,,,,
5052771,1048945,92103,37,,,,,,
2084836,1048946,,,,,,,,
1093851,1048947,92503,33,,,92503,33,,
4940527,1048948,95816,34,,,,,,
5303277,1048949,,,,,,,,
568576,1048950,,,,,,,,
5787510,1048951,90280,19,,,90280,19,,
808579,1048952,93030,56,,,93030,56,,
1139681,1048953,95340,24,,,,,,
2040618,1048954,94015,41,,,94015,41,,
2186291,1048955,90046,19,,,90046,19,,
2139691,1048956,90064,19,,,90064,19,,
5226357,1048957,87102,59,95124,43,,,,
5787737,1048958,60120,59,,,,,,
1357883,1048959,92103,37,92037,37,92103,37,,
809411,1048960,94538,1,,,94538,1,,
430061,1048961,94531,7,94596,7,94531,7,94596,7
2187361,1048962,95207,39,95336,39,,,,
1099830,1048963,92604,30,,,92604,30,,
2187741,1048964,93940,27,,,,,,
5307102,1048965,92354,36,,,,,,
2735059,1048966,83204,,83204,,83204,,83204,
2132724,1048967,11236,,,,11236,,,
1020532,1048968,92503,33,,,,,,
1357236,1048969,,,,,,,,
800997,1048970,94549,7,,,,,,
2041059,1048971,,,,,,,,
801209,1048972,95405,49,,,,,,
1485576,1048973,33803,,,,,,,
2044729,1048974,,,,,,,,
1357419,1048975,92808,30,,,92808,30,,
2717673,1048976,94598,7,94583,7,94598,7,94583,7
1719257,1048977,91360,56,91436,19,91360,56,,
2183342,1048978,95966,4,,,,,,
1317202,1048979,94588,1,,,94588,1,,
162115,1048980,95128,43,,,,,,
1549160,1048981,94040,43,,,94040,43,,
1485916,1048982,,,,,,,,
1091050,1048983,95655,31,,,95655,31,,
1584683,1048984,02215,,,,,,,
1909657,1048985,,,,,,,,
1819836,1048986,91104,19,,,91104,19,,
1540697,1048987,91706,19,,,,,,
2912509,1048988,92120,37,,,,,,
5217833,1048989,44004,59,90210,19,44004,59,90210,19
1282222,1048990,95817,34,,,95817,34,,
1762049,1048991,12901,,,,,,,
4945233,1048993,,,,,11249,16,,
1257810,1048994,90403,19,,,,,,
1029649,1048995,95204,39,,,,,,
5344152,1048996,,,,,,,,
714312,1048997,92201,33,92236,33,92201,33,92236,33
2926022,1048998,94070,,,,94070,,,
1998416,1048999,90509,,,,92075,,,
1589412,1049000,94118,38,,,,,,
2246050,1049001,94609,1,,,94609,1,,
5790159,1049002,60617,59,,,,,,
5321814,1049003,17011,,,,,,,
1635753,1049004,93003,56,,,93030,56,,
1252463,1049005,92025,37,92103,37,92106,37,,
569091,1049006,94611,1,,,94611,1,,
851272,1049007,91307,19,,,91307,19,,
1586736,1049008,92056,37,92025,37,,,,
712778,1049009,92618,30,,,,,,
1225922,1049010,91105,19,,,91105,19,,
4972135,1049011,,,,,,,,
5255706,1049012,91316,19,93012,56,,,,
2920952,1049013,95008,43,,,95008,43,,
1197377,1049014,37919,59,,,37919,59,,
5421595,1049015,72212,59,,,72212,59,72212,59
2189792,1049016,90034,19,,,,,,
639321,1049017,98036,59,,,98029,59,,
2702477,1049018,92868,30,92691,30,,,,
2796309,1049019,93619,10,,,,,,
1191416,1049020,94133,38,,,,,,
2085281,1049021,91402,19,,,90242,19,,
680924,1049022,,,,,,,,
2087673,1049023,,,90033,19,,,91107,19
1351206,1049024,95207,39,95240,39,95207,39,95240,39
2180673,1049025,94109,38,,,,,,
2139254,1049026,,,,,,,,
241171,1049027,94520,7,94531,7,94520,7,94531,7
1904392,1049028,,,,,,,,
1028757,1049029,94589,48,94564,7,94589,48,94564,7
560760,1049030,92067,37,,,,,,
1357960,1049031,92879,33,92503,33,92879,33,92503,33
761864,1049032,,,,,,,,
2040436,1049033,,,,,,,,
2086188,1049034,83646,,,,83646,,,
4953045,1049035,94303,41,,,94303,41,,
1229950,1049036,90017,19,,,90017,19,,
1052969,1049037,,,,,,,,
715082,1049038,92805,,,,92805,,,
1358305,1049039,66205,,,,,,,
1810110,1049040,94705,1,,,,,,
1020967,1049041,94597,7,,,,,,
2186586,1049042,,,,,,,,
1769925,1049043,96130,18,96130,18,,,,
683930,1049044,90095,19,91436,19,90095,19,91436,19
1023277,1049045,92120,37,,,92120,37,,
5747758,1049046,80206,59,,,80206,59,,
2930487,1049047,95014,43,,,95005,44,,
2139169,1049048,,,,,,,,
1769865,1049049,92056,37,92025,37,,,,
1489432,1049050,95695,57,95616,57,95695,57,95616,57
5830884,1049052,95825,34,,,95825,34,,
714865,1049053,,,,,,,,
1634626,1049054,94158,38,,,,,,
5374578,1049055,,,,,,,,
2884597,1049056,90505,19,,,,,,
496369,1049057,,19,,,,19,,19
1904496,1049058,91403,19,,,,,,
1487385,1049059,94110,38,,,94110,38,,
2759146,1049060,95630,34,,,95630,34,,
5755197,1049061,,,,,,,,
2139692,1049062,92801,30,,,92801,30,,
662918,1049063,94110,38,,,,,,
1131849,1049064,94063,41,,,,,,
1357948,1049065,95762,9,,,95762,,,
1485202,1049066,92335,36,,,,36,,
2246511,1049067,90073,19,,,90073,19,,
1486354,1049068,94598,7,,,,,,
1027668,1049069,91607,19,91307,19,91607,19,,
761413,1049070,92173,,,,92173,,,
1865478,1049071,,,,,,,,
5435306,1049072,32034,59,,,32034,59,,
809109,1049073,90037,19,,,90037,19,,
1995818,1049074,,,,,,,,
1022641,1049075,91010,19,,,91010,19,,
2186965,1049076,94304,43,,,94304,43,,
1028927,1049077,,,,,,,,
2244423,1049078,,,,,,,,
4902900,1049079,92324,36,,,,,,
2926062,1049080,,,,,,,,
430110,1049081,92161,37,,,,,,
1094522,1049082,90241,19,,,,,,
1094058,1049083,92173,,,,92173,,,
569556,1049084,94925,21,,,94925,21,,
2930527,1049085,94121,38,,,,,,
2085276,1049086,92701,30,92801,30,,,,
5300296,1049087,92506,33,92505,33,,,,
1958637,1049088,,,,,,,,
1632211,1049089,90806,19,,,,,,
800289,1049090,90001,19,,,,,,
1907374,1049091,,,,,,,,
1903232,1049092,90049,19,,,,,,
567830,1049093,90503,19,,,,,,
2894085,1049094,92651,30,92660,30,92651,30,92660,30
2040621,1049095,,,,,,,,
2883779,1049096,94080,41,,,,,,
716699,1049097,,19,,,,19,,
853455,1049098,92120,37,,,92130,37,,
1050296,1049100,92691,30,,,,,,
976652,1049101,94964,21,,,,,,
1586588,1049102,96001,45,,,,,,
766291,1049103,92324,36,,,92324,36,,
1029744,1049104,94303,43,,,94303,44,,
1160249,1049105,,,,,,,,
2180623,1049106,35249,,,,,,,
1251087,1049107,93940,27,,,93940,27,,
1958671,1049108,80210,59,,,,,,
2087959,1049109,90602,19,,,,,,
2135397,1049110,73120,59,,,,,,
2081566,1049111,,,,,94901,21,93106,42
1228496,1049112,94015,41,,,94015,41,,
665221,1049113,93611,10,,,93611,10,,
2246117,1049114,94110,38,,,,,,
1193770,1049115,90017,19,,,90017,19,,
716372,1049116,90211,19,,,90211,19,,
2041983,1049117,91711,19,,,91711,19,,
1992835,1049118,,,,,,,,
411747,1049119,,,,,,,,
2725913,1049120,90502,19,90502,19,,,,
1547871,1049121,94305,43,94305,43,94305,43,94305,43
1192020,1049122,93291,54,,,,,,
1059862,1049123,90241,19,,,,,,
2185455,1049124,60606,,98504,,,,,
1998761,1049125,,,,,,,,
1224391,1049126,91105,19,,,91105,19,,
1547190,1049127,93105,42,93036,56,,,,
1168908,1049129,94509,7,,,94509,7,,
1023594,1049130,93940,27,93940,27,93940,27,93940,27
1585768,1049131,92563,33,92357,33,92563,33,92357,33
2132683,1049132,89503,59,96161,29,89503,59,96161,29
5346613,1049133,,,,,,,,
2187455,1049134,94303,43,,,,,,
1287820,1049135,90034,19,,,90034,19,,
639161,1049136,90813,19,90808,19,90813,19,90808,19
2138798,1049137,95035,43,,,,,,
1994471,1049138,94305,43,,,,,,
1484741,1049139,94115,,,,94115,,,
2080507,1049140,94123,38,,,94123,38,,
1281311,1049141,94025,41,,,94025,41,,
2720537,1049142,94063,41,,,,,,
1286688,1049144,92120,37,92243,33,92120,37,92243,33
1670978,1049145,94305,,,,,,,
5401317,1049146,93720,10,,,,,,
1280709,1049147,95667,9,,,,,,
1485402,1049148,90027,19,,,,,,
2242819,1049149,92708,30,,,92708,30,,
1672038,1049150,92518,33,,,,,,
2080974,1049151,,43,,43,,43,,43
587646,1049152,93701,10,,,,,,
1484446,1049153,,,,,,,,
1225853,1049154,92024,37,,,,,,
2246493,1049155,33626,,,,,,,
1050498,1049156,93111,42,,,,,,
1480469,1049157,95817,34,95835,34,95818,34,,
2907976,1049158,62002,,,,,,,
2080025,1049159,90503,19,,,90503,19,,
1436350,1049160,90033,19,,,,,,
680145,1049161,94518,7,,,94518,7,,
4999572,1049162,98112,,,,98112,,,
163642,1049163,95966,4,,,95966,4,,
2087530,1049164,91730,36,,,,,,
1437412,1049165,90027,19,,,90027,19,,
1058704,1049166,94598,7,,,94598,7,,
5321660,1049167,93309,15,,,93309,15,,
2084498,1049168,95401,49,,,95401,49,,
2042142,1049169,90026,19,,,,,,
2041082,1049170,,,,,,,,
1130046,1049171,92009,37,,,,,,
1091731,1049172,,,,,,,,
2132712,1049173,58501,,90404,,,,,
1631187,1049174,90027,19,,,91605,19,,
974853,1049175,,,,,,,,
1288582,1049176,78132,59,,,,,,
1766424,1049177,,,,,,,,
1286746,1049178,94533,48,,,94533,48,,
5007898,1049179,90095,19,,,90095,19,,
2082983,1049180,64116,59,,,,,,
2136795,1049181,,,,,,,,
1055798,1049182,90505,19,,,90505,19,,
1029658,1049183,,,,,,,,
2040195,1049184,92037,37,,,92037,37,,
2733032,1049185,98225,59,,,98225,59,,
1197120,1049186,77030,,,,,,,
2134904,1049187,94952,49,,,,,,
975089,1049188,91786,36,,,91786,36,,
511876,1049189,95630,34,95677,31,95630,34,95677,31
1635494,1049190,95825,34,,,,,,
4897244,1049191,92201,33,,,92201,33,,
764227,1049192,94403,41,,,94010,41,,
2134602,1049193,90274,19,,,90274,19,,
2186878,1049194,94114,38,94063,41,94114,38,,
800352,1049195,93454,40,,,,,,
637818,1049196,,,,,,,,
2888141,1049197,94158,38,,,,,,
1132000,1049198,92395,36,91754,19,,,,
549428,1049199,,,,,,19,,
762533,1049200,95618,57,,,,,,
2244789,1049201,92618,30,,,92618,30,,
1584639,1049202,90035,19,90024,19,90035,19,,
2189121,1049203,60099,17,,,,,,
2087726,1049204,,,,,,,,
1583513,1049205,95476,49,,,95476,49,,
5378104,1049206,95816,34,,,95816,34,,
2186604,1049207,92354,36,,,,,,
1288397,1049208,85364,,,,,,,
319587,1049209,90027,19,,,91030,,,
162440,1049210,,,,,,,,
1131987,1049211,94611,1,,,94611,1,,
1954266,1049212,,,,,,,,
1250040,1049213,90048,19,,,,,,
932165,1049214,94606,1,,,,,,
1584875,1049215,,,,,,,,
1635779,1049217,90806,19,,,,,,
2134745,1049219,94121,38,94129,38,94121,38,,
1958361,1049220,94305,43,,,94305,43,,
2184492,1049221,91745,19,,,91745,19,,
5737352,1049222,32405,59,,,,,,
1197752,1049223,92625,,,,92625,,,
1544615,1049224,85018,,,,,,,
2720106,1049225,90211,19,,,90211,19,,
332396,1049226,93010,56,,,93010,56,,
1350114,1049227,93065,56,,,,,,
5289288,1049228,93304,15,,,93304,15,,
2137761,1049229,95757,34,,,95618,57,,
2081636,1049230,93720,10,,,93720,10,,
1480260,1049231,94607,1,,,94607,1,,
2182786,1049232,95661,31,,,,,,
2189909,1049233,46503,59,,,49503,59,,
5855668,1049234,,,,,,,,
1130126,1049235,,,,,,,,
